Customer_ID,Customer_Type,Age_Group,Gender,Area,Total_Previous_Orders,Avg_Previous_Order_Value
C00153,Returning,18-25,Male,Kondapur,27,269.79
C00154,Returning,36-45,Female,Banjara Hills,19,433.41
C00155,Returning,36-45,Female,Kondapur,37,406.66
C00156,Returning,36-45,Male,Jubilee Hills,4,267.07
C00157,Returning,46-55,Female,Ameerpet,27,275.49
C00158,Returning,36-45,Female,Banjara Hills,36,310.25
C00159,New,36-45,Male,Kukatpally,0,0.0
C00160,New,18-25,Male,Gachibowli,0,0.0
C00161,New,56+,Female,Banjara Hills,0,0.0
C00162,Returning,26-35,Male,Banjara Hills,34,373.08
C00163,Returning,26-35,Female,Secunderabad,15,601.86
C00164,New,26-35,Male,Secunderabad,0,0.0
C00165,Returning,26-35,Female,Ameerpet,38,607.33
C00166,Returning,26-35,Male,Mehdipatnam,27,309.21
C00167,Returning,46-55,Male,Jubilee Hills,37,493.55
C00168,Returning,26-35,Female,Secunderabad,15,557.91
C00169,Returning,56+,Female,Begumpet,25,195.91
C00170,Returning,18-25,Female,Manikonda,21,536.97
C00171,Returning,26-35,Male,Secunderabad,15,472.45
C00172,Returning,26-35,Male,Hitech City,25,536.44
C00173,Returning,18-25,Female,Secunderabad,18,441.95
C00174,New,36-45,Unknown,Mehdipatnam,0,0.0
C00175,New,26-35,Male,Begumpet,0,0.0
C00176,Returning,26-35,Female,Jubilee Hills,37,354.36
C00177,Returning,18-25,Male,Kukatpally,25,511.05
C00178,Returning,26-35,Female,Mehdipatnam,7,511.55
C00179,Returning,36-45,Male,Hitech City,3,250.28
C00180,New,46-55,Male,Jubilee Hills,0,0.0
C00181,Returning,46-55,Male,Banjara Hills,27,568.65
C00182,Returning,56+,Female,Begumpet,5,550.05
C00183,Returning,56+,Male,Begumpet,34,328.27
C00184,Returning,36-45,Female,Manikonda,1,579.45
C00185,Returning,26-35,Unknown,Kukatpally,13,485.5
C00186,New,26-35,Female,Jubilee Hills,0,0.0
C00187,New,18-25,Male,Hitech City,0,0.0
C00188,New,26-35,Male,Begumpet,0,0.0
C00189,Returning,26-35,Female,Manikonda,34,331.3
C00190,Returning,26-35,Male,Madhapur,31,342.97
C00191,New,36-45,Female,Madhapur,0,0.0
C00192,Returning,18-25,Female,Kukatpally,22,322.88
C00193,New,46-55,Female,Ameerpet,0,0.0
C00194,Returning,18-25,Female,Mehdipatnam,16,461.67
C00195,New,26-35,Male,Kukatpally,0,0.0
C00196,Returning,18-25,Male,Begumpet,31,161.68
C00197,New,18-25,Male,Banjara Hills,0,0.0
C00198,Returning,26-35,Male,Ameerpet,37,374.61
C00199,Returning,26-35,Male,Mehdipatnam,30,623.07
C00200,Returning,18-25,Unknown,Jubilee Hills,26,504.12
C00201,Returning,36-45,Male,Madhapur,17,294.33
C00202,Returning,26-35,Female,Ameerpet,26,281.4
C00203,Returning,46-55,Female,Gachibowli,16,362.74
C00204,New,26-35,Unknown,Ameerpet,0,0.0
C00205,Returning,26-35,Unknown,Begumpet,32,321.92
C00206,New,18-25,Female,Hitech City,0,0.0
C00207,Returning,46-55,Female,Kukatpally,37,243.13
C00208,Returning,18-25,Female,Begumpet,39,461.57
C00209,Returning,36-45,Male,Kondapur,7,570.06
C00210,New,26-35,Female,Hitech City,0,0.0
C00211,Returning,26-35,Female,Madhapur,1,416.44
C00212,Returning,18-25,Male,Ameerpet,2,452.01
C00213,New,26-35,Female,Jubilee Hills,0,0.0
C00214,Returning,18-25,Male,Hitech City,33,432.69
C00215,Returning,36-45,Male,Banjara Hills,31,411.76
C00216,Returning,36-45,Male,Ameerpet,7,455.71
C00217,Returning,18-25,Female,Jubilee Hills,30,433.87
C00218,Returning,26-35,Female,Begumpet,14,431.46
C00219,New,18-25,Male,Secunderabad,0,0.0
C00220,Returning,36-45,Female,Hitech City,21,549.08
C00221,Returning,18-25,Female,Begumpet,25,536.33
C00222,New,18-25,Male,Gachibowli,0,0.0
C00223,Returning,26-35,Female,Begumpet,35,358.91
C00224,Returning,56+,Female,Secunderabad,17,553.06
C00225,Returning,36-45,Female,Mehdipatnam,18,288.12
C00226,New,26-35,Female,Mehdipatnam,0,0.0
C00227,Returning,36-45,Male,Kukatpally,32,250.63
C00228,Returning,26-35,Female,Secunderabad,4,687.45
C00229,Returning,18-25,Male,Mehdipatnam,2,576.09
C00230,Returning,46-55,Female,Madhapur,24,351.08
C00231,Returning,18-25,Female,Madhapur,34,362.0
C00232,Returning,36-45,Male,Hitech City,18,163.28
C00233,Returning,56+,Male,Secunderabad,9,413.8
C00234,Returning,18-25,Unknown,Gachibowli,7,569.69
C00235,New,46-55,Female,Gachibowli,0,0.0
C00236,New,36-45,Male,Kukatpally,0,0.0
C00237,Returning,18-25,Male,Madhapur,38,677.52
C00238,New,26-35,Female,Gachibowli,0,0.0
C00239,Returning,26-35,Female,Mehdipatnam,15,471.89
C00240,Returning,26-35,Male,Mehdipatnam,2,382.71
C00241,Returning,26-35,Female,Mehdipatnam,34,493.29
C00242,Returning,26-35,Male,Manikonda,35,749.37
C00243,Returning,18-25,Female,Mehdipatnam,7,476.65
C00244,Returning,26-35,Male,Hitech City,16,210.5
C00245,New,26-35,Unknown,Banjara Hills,0,0.0
C00246,Returning,36-45,Male,Banjara Hills,4,660.56
C00247,New,36-45,Unknown,Begumpet,0,0.0
C00248,Returning,36-45,Male,Gachibowli,12,355.24
C00249,Returning,36-45,Male,Secunderabad,35,463.95
C00250,Returning,46-55,Male,Begumpet,10,234.68
C00251,Returning,26-35,Female,Kukatpally,7,500.44
C00252,Returning,26-35,Male,Kondapur,2,309.72
C00253,New,18-25,Female,Ameerpet,0,0.0
C00254,Returning,36-45,Female,Jubilee Hills,13,348.67
C00255,Returning,26-35,Female,Banjara Hills,12,330.06
C00256,Returning,18-25,Male,Jubilee Hills,7,633.15
C00257,New,26-35,Male,Kondapur,0,0.0
C00258,Returning,46-55,Male,Gachibowli,9,383.9
C00259,Returning,26-35,Female,Secunderabad,25,432.11
C00260,Returning,26-35,Female,Mehdipatnam,27,631.82
C00261,New,36-45,Male,Jubilee Hills,0,0.0
C00262,Returning,26-35,Female,Mehdipatnam,7,363.98
C00263,New,18-25,Male,Kukatpally,0,0.0
C00264,New,18-25,Male,Madhapur,0,0.0
C00265,New,56+,Male,Kondapur,0,0.0
C00266,New,18-25,Female,Hitech City,0,0.0
C00267,Returning,36-45,Female,Mehdipatnam,37,366.89
C00268,Returning,18-25,Male,Banjara Hills,12,305.45
C00269,Returning,26-35,Male,Kondapur,15,539.8
C00270,Returning,26-35,Male,Secunderabad,7,322.6
C00271,Returning,26-35,Male,Banjara Hills,18,354.29
C00272,New,18-25,Female,Jubilee Hills,0,0.0
C00273,Returning,26-35,Female,Kukatpally,27,281.42
C00274,Returning,36-45,Female,Banjara Hills,35,354.87
C00275,Returning,26-35,Female,Gachibowli,7,358.01
C00276,Returning,18-25,Male,Madhapur,33,229.08
C00277,New,36-45,Male,Manikonda,0,0.0
C00278,Returning,46-55,Male,Ameerpet,19,401.99
C00279,Returning,26-35,Male,Secunderabad,34,120.0
C00280,Returning,26-35,Female,Kondapur,31,492.33
C00281,Returning,18-25,Female,Secunderabad,22,384.35
C00282,Returning,18-25,Female,Begumpet,31,249.97
C00283,New,26-35,Female,Kondapur,0,0.0
C00284,Returning,18-25,Male,Banjara Hills,25,474.37
C00285,Returning,56+,Female,Gachibowli,6,418.02
C00286,New,36-45,Female,Secunderabad,0,0.0
C00287,Returning,26-35,Female,Secunderabad,2,420.07
C00288,Returning,26-35,Male,Gachibowli,15,500.33
C00289,Returning,18-25,Male,Manikonda,9,247.56
C00290,Returning,46-55,Female,Banjara Hills,30,344.45
C00291,New,26-35,Female,Gachibowli,0,0.0
C00292,New,36-45,Female,Manikonda,0,0.0
C00293,Returning,18-25,Male,Hitech City,17,284.76
C00294,Returning,26-35,Unknown,Manikonda,29,382.74
C00295,Returning,36-45,Male,Jubilee Hills,13,330.46
C00296,Returning,26-35,Unknown,Hitech City,29,420.81
C00297,Returning,18-25,Female,Kukatpally,39,209.66
C00298,Returning,26-35,Male,Hitech City,3,214.08
C00299,Returning,36-45,Unknown,Jubilee Hills,27,236.61
C00300,Returning,26-35,Female,Madhapur,33,401.06
C00301,Returning,56+,Male,Mehdipatnam,18,728.69
C00302,New,26-35,Male,Secunderabad,0,0.0
C00303,Returning,46-55,Female,Begumpet,7,571.69
C00304,Returning,18-25,Female,Secunderabad,17,419.12
C00305,Returning,36-45,Male,Kondapur,18,617.97
C00306,Returning,26-35,Unknown,Kondapur,24,462.48
C00307,Returning,26-35,Male,Begumpet,13,426.18
C00308,Returning,46-55,Unknown,Begumpet,33,554.18
C00309,New,18-25,Female,Banjara Hills,0,0.0
C00310,Returning,26-35,Female,Gachibowli,3,142.17
C00311,Returning,26-35,Male,Hitech City,6,267.81
C00312,Returning,56+,Female,Hitech City,27,594.5
C00313,Returning,36-45,Male,Ameerpet,7,530.52
C00314,Returning,18-25,Female,Gachibowli,14,441.19
C00315,Returning,18-25,Female,Secunderabad,29,387.64
C00316,Returning,18-25,Female,Jubilee Hills,2,395.9
C00317,Returning,18-25,Female,Begumpet,33,466.38
C00318,Returning,46-55,Male,Ameerpet,13,308.87
C00319,New,46-55,Male,Begumpet,0,0.0
C00320,Returning,36-45,Female,Mehdipatnam,25,295.02
C00321,Returning,26-35,Unknown,Ameerpet,18,586.67
C00322,New,26-35,Female,Kukatpally,0,0.0
C00323,Returning,26-35,Male,Mehdipatnam,24,301.05
C00324,Returning,36-45,Female,Manikonda,34,381.13
C00325,Returning,18-25,Female,Ameerpet,9,300.44
C00326,New,18-25,Female,Hitech City,0,0.0
C00327,New,26-35,Female,Madhapur,0,0.0
C00328,Returning,18-25,Female,Madhapur,10,355.13
C00329,New,46-55,Female,Mehdipatnam,0,0.0
C00330,New,18-25,Male,Banjara Hills,0,0.0
C00331,Returning,56+,Female,Kondapur,12,367.97
C00332,Returning,18-25,Male,Secunderabad,3,569.6
C00333,Returning,18-25,Male,Banjara Hills,6,203.76
C00334,New,26-35,Unknown,Manikonda,0,0.0
C00335,Returning,36-45,Unknown,Manikonda,28,355.69
C00336,New,56+,Male,Madhapur,0,0.0
C00337,Returning,26-35,Female,Hitech City,2,383.67
C00338,New,46-55,Female,Hitech City,0,0.0
C00339,Returning,46-55,Male,Secunderabad,25,416.29
C00340,New,56+,Male,Manikonda,0,0.0
C00341,Returning,26-35,Male,Hitech City,24,730.95
C00342,Returning,26-35,Male,Kondapur,33,421.63
C00343,Returning,18-25,Male,Hitech City,18,396.39
C00344,Returning,26-35,Female,Ameerpet,14,528.47
C00345,New,26-35,Unknown,Manikonda,0,0.0
C00346,Returning,18-25,Male,Banjara Hills,12,388.2
C00347,Returning,36-45,Male,Banjara Hills,32,525.62
C00348,Returning,26-35,Female,Begumpet,27,267.04
C00349,Returning,18-25,Male,Hitech City,2,359.39
C00350,Returning,18-25,Male,Banjara Hills,4,535.48
C00351,Returning,18-25,Male,Jubilee Hills,3,643.69
C00352,New,36-45,Female,Jubilee Hills,0,0.0
C00353,New,26-35,Female,Mehdipatnam,0,0.0
C00354,Returning,26-35,Female,Manikonda,37,554.13
C00355,New,26-35,Female,Madhapur,0,0.0
C00356,New,56+,Male,Hitech City,0,0.0
C00357,Returning,26-35,Male,Mehdipatnam,27,316.22
C00358,Returning,26-35,Male,Mehdipatnam,32,156.62
C00359,New,36-45,Female,Mehdipatnam,0,0.0
C00360,Returning,46-55,Female,Banjara Hills,17,365.06
C00361,Returning,46-55,Female,Kukatpally,31,531.47
C00362,Returning,46-55,Female,Madhapur,4,500.77
C00363,Returning,18-25,Male,Begumpet,21,576.46
C00364,Returning,46-55,Female,Begumpet,19,120.0
C00365,Returning,36-45,Male,Begumpet,19,397.95
C00366,Returning,26-35,Male,Manikonda,7,585.28
C00367,Returning,36-45,Male,Kukatpally,24,306.65
C00368,Returning,56+,Female,Mehdipatnam,4,251.73
C00369,Returning,36-45,Female,Banjara Hills,30,460.52
C00370,New,36-45,Male,Kondapur,0,0.0
C00371,New,36-45,Male,Hitech City,0,0.0
C00372,New,46-55,Male,Madhapur,0,0.0
C00373,Returning,36-45,Male,Banjara Hills,33,573.91
C00374,Returning,18-25,Female,Secunderabad,11,504.51
C00375,Returning,18-25,Male,Hitech City,1,449.17
C00376,Returning,18-25,Female,Ameerpet,14,369.07
C00377,New,26-35,Male,Jubilee Hills,0,0.0
C00378,Returning,18-25,Female,Kondapur,38,332.79
C00379,Returning,26-35,Female,Ameerpet,5,538.29
C00380,Returning,46-55,Male,Begumpet,33,562.64
C00381,New,56+,Female,Gachibowli,0,0.0
C00382,Returning,18-25,Male,Hitech City,28,255.22
C00383,Returning,36-45,Male,Hitech City,36,472.95
C00384,New,18-25,Female,Secunderabad,0,0.0
C00385,Returning,46-55,Male,Manikonda,5,527.71
C00386,Returning,18-25,Male,Mehdipatnam,30,219.88
C00387,Returning,18-25,Female,Secunderabad,29,341.13
C00388,Returning,26-35,Unknown,Jubilee Hills,28,407.43
C00389,Returning,18-25,Unknown,Gachibowli,6,594.12
C00390,Returning,36-45,Female,Kondapur,21,341.6
C00391,Returning,18-25,Male,Kondapur,23,530.74
C00392,Returning,36-45,Male,Madhapur,10,436.07
C00393,Returning,46-55,Male,Jubilee Hills,18,662.63
C00394,Returning,26-35,Male,Secunderabad,9,458.81
C00395,Returning,26-35,Male,Banjara Hills,26,213.01
C00396,New,56+,Female,Madhapur,0,0.0
C00397,Returning,26-35,Female,Hitech City,38,450.05
C00398,New,46-55,Unknown,Kondapur,0,0.0
C00399,Returning,36-45,Male,Kukatpally,22,501.79
C00400,Returning,18-25,Male,Mehdipatnam,35,381.86
C00401,Returning,26-35,Female,Ameerpet,1,256.95
C00402,Returning,36-45,Male,Ameerpet,19,421.88
C00403,New,18-25,Male,Banjara Hills,0,0.0
C00404,Returning,46-55,Unknown,Begumpet,27,586.85
C00405,New,46-55,Male,Hitech City,0,0.0
C00406,Returning,36-45,Female,Secunderabad,35,239.63
C00407,Returning,36-45,Male,Ameerpet,5,123.03
C00408,Returning,26-35,Unknown,Gachibowli,25,365.28
C00409,Returning,36-45,Female,Secunderabad,23,452.24
C00410,Returning,26-35,Male,Begumpet,7,294.45
C00411,Returning,26-35,Male,Begumpet,16,352.09
C00412,Returning,36-45,Female,Manikonda,13,568.99
C00413,Returning,26-35,Male,Ameerpet,29,511.66
C00414,Returning,26-35,Male,Madhapur,36,198.48
C00415,Returning,26-35,Female,Manikonda,23,462.17
C00416,Returning,26-35,Male,Mehdipatnam,2,438.25
C00417,Returning,26-35,Male,Banjara Hills,11,392.27
C00418,Returning,36-45,Female,Gachibowli,9,489.92
C00419,Returning,36-45,Female,Madhapur,14,492.59
C00420,New,36-45,Female,Kukatpally,0,0.0
C00421,Returning,46-55,Male,Madhapur,30,447.41
C00422,Returning,26-35,Unknown,Kukatpally,34,325.18
C00423,New,26-35,Female,Hitech City,0,0.0
C00424,Returning,36-45,Male,Kukatpally,32,509.7
C00425,New,18-25,Male,Kondapur,0,0.0
C00426,Returning,36-45,Female,Mehdipatnam,29,495.64
C00427,Returning,26-35,Female,Secunderabad,30,486.78
C00428,Returning,36-45,Unknown,Kondapur,28,452.5
C00429,Returning,36-45,Male,Ameerpet,13,361.71
C00430,Returning,36-45,Male,Manikonda,15,428.06
C00431,Returning,18-25,Female,Ameerpet,30,264.22
C00432,New,18-25,Male,Jubilee Hills,0,0.0
C00433,Returning,56+,Male,Kukatpally,18,478.95
C00434,Returning,46-55,Male,Gachibowli,25,441.92
C00435,Returning,26-35,Female,Madhapur,29,309.35
C00436,New,36-45,Male,Madhapur,0,0.0
C00437,Returning,18-25,Male,Secunderabad,23,345.76
C00438,Returning,26-35,Unknown,Banjara Hills,32,457.54
C00439,Returning,26-35,Male,Banjara Hills,16,382.28
C00440,New,36-45,Male,Madhapur,0,0.0
C00441,Returning,18-25,Male,Hitech City,24,537.47
C00442,Returning,18-25,Female,Madhapur,1,580.45
C00443,New,56+,Female,Mehdipatnam,0,0.0
C00444,Returning,46-55,Unknown,Manikonda,39,376.36
C00445,New,18-25,Female,Gachibowli,0,0.0
C00446,Returning,36-45,Female,Madhapur,7,578.03
C00447,Returning,36-45,Female,Banjara Hills,32,310.86
C00448,Returning,18-25,Female,Banjara Hills,23,590.89
C00449,Returning,36-45,Male,Kondapur,22,355.19
C00450,Returning,26-35,Female,Madhapur,3,549.98
C00451,Returning,26-35,Female,Hitech City,23,350.15
C00452,Returning,18-25,Male,Gachibowli,39,390.7
C00453,Returning,26-35,Female,Banjara Hills,31,435.05
C00454,Returning,26-35,Female,Hitech City,1,430.7
C00455,Returning,26-35,Female,Madhapur,3,400.62
C00456,Returning,18-25,Female,Jubilee Hills,27,504.34
C00457,Returning,36-45,Male,Manikonda,36,571.78
C00458,Returning,26-35,Male,Jubilee Hills,33,529.08
C00459,Returning,26-35,Male,Manikonda,3,358.08
C00460,Returning,36-45,Female,Gachibowli,12,183.56
C00461,Returning,18-25,Unknown,Banjara Hills,24,433.78
C00462,Returning,46-55,Male,Manikonda,1,120.0
C00463,Returning,36-45,Female,Secunderabad,18,505.22
C00464,Returning,36-45,Male,Jubilee Hills,2,498.6
C00465,Returning,26-35,Female,Madhapur,13,264.73
C00466,Returning,26-35,Unknown,Kondapur,3,493.69
C00467,Returning,26-35,Male,Gachibowli,24,335.31
C00468,Returning,26-35,Male,Kondapur,30,580.76
C00469,Returning,26-35,Male,Begumpet,8,322.1
C00470,Returning,36-45,Female,Ameerpet,21,313.47
C00471,New,26-35,Female,Mehdipatnam,0,0.0
C00472,Returning,36-45,Female,Manikonda,35,450.02
C00473,Returning,18-25,Male,Manikonda,6,287.46
C00474,Returning,26-35,Female,Mehdipatnam,25,706.72
C00475,Returning,18-25,Female,Hitech City,31,372.29
C00476,Returning,46-55,Female,Hitech City,24,642.67
C00477,Returning,18-25,Male,Secunderabad,20,383.34
C00478,Returning,26-35,Female,Ameerpet,8,379.33
C00479,Returning,36-45,Female,Mehdipatnam,33,329.37
C00480,New,18-25,Male,Ameerpet,0,0.0
C00481,Returning,56+,Female,Kukatpally,34,475.47
C00482,Returning,56+,Female,Kukatpally,39,572.23
C00483,Returning,18-25,Unknown,Ameerpet,25,433.37
C00484,Returning,18-25,Male,Kondapur,38,306.11
C00485,Returning,36-45,Female,Begumpet,13,446.79
C00486,Returning,26-35,Male,Begumpet,18,319.09
C00487,Returning,26-35,Male,Banjara Hills,27,120.0
C00488,Returning,26-35,Female,Hitech City,32,435.65
C00489,Returning,56+,Male,Jubilee Hills,28,197.43
C00490,Returning,36-45,Female,Ameerpet,29,339.16
C00491,Returning,26-35,Female,Mehdipatnam,7,426.47
C00492,Returning,36-45,Female,Begumpet,11,368.63
C00493,Returning,26-35,Female,Kondapur,2,386.29
C00494,Returning,56+,Female,Manikonda,8,616.7
C00495,Returning,26-35,Female,Banjara Hills,23,541.42
C00496,New,18-25,Unknown,Kondapur,0,0.0
C00497,Returning,46-55,Male,Ameerpet,8,446.84
C00498,Returning,26-35,Male,Ameerpet,38,448.57
C00499,Returning,36-45,Female,Manikonda,34,644.58
C00500,New,26-35,Female,Secunderabad,0,0.0
C00501,Returning,36-45,Male,Ameerpet,22,462.05
